ID,fixed acidity,wine type,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4224,6.4,white,0.38,0.2,5.3,0.117,57.0,181.0,0.99459,3.24,0.43,9.5,6
4225,9.0,white,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,6
4226,6.8,white,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,5
4227,6.6,white,0.32,0.26,4.6,0.031,26.0,120.0,0.99198,3.4,0.73,12.5,7
4228,6.6,white,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,7
4229,6.9,white,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6
4230,7.6,white,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,7
4231,6.6,white,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,5
4232,9.8,red,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,5
4233,5.8,white,0.27,0.22,12.7,0.058,42.0,206.0,0.9946,3.32,0.38,12.3,6
4234,5.8,white,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,5
4235,7.2,red,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5
4236,6.9,white,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5
4237,7.1,white,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64,10.2,6
4238,7.9,white,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6
4239,8.2,red,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5
4240,7.1,white,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6
4241,7.4,white,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7
4242,7.9,red,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5
4243,6.8,white,0.15,0.41,12.9,0.044,79.5,182.0,0.99742,3.24,0.78,10.2,6
4244,5.8,white,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,6
4245,5.0,white,0.24,0.34,1.1,0.034,49.0,158.0,0.98774,3.32,0.32,13.1,7
4246,8.3,white,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,0.46,11.0,6
4247,10.0,red,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,5
4248,7.3,red,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5
4249,8.2,red,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,5
4250,8.7,white,0.3,0.34,4.8,0.018,23.0,127.0,0.99474,3.12,0.49,11.2,7
4251,6.4,red,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5
4252,7.4,white,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,7
4253,7.2,red,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,6
4254,8.5,white,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6
4255,6.8,white,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6
4256,6.2,white,0.35,0.04,1.2,0.06,23.0,108.0,0.9934,3.26,0.54,9.2,5
4257,6.6,white,0.39,0.38,9.7,0.053,49.0,226.0,0.99787,3.3,0.57,9.4,6
4258,6.8,white,0.26,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6,5
4259,7.2,white,0.23,0.82,1.3,0.149,70.0,109.0,0.99304,2.93,0.42,9.2,6
4260,6.6,white,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1,6
4261,6.0,white,0.44,0.26,3.1,0.053,57.0,128.0,0.98982,3.22,0.39,12.7,6
4262,6.4,white,0.37,0.2,5.6,0.117,61.0,183.0,0.99459,3.24,0.43,9.5,5
4263,5.2,white,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,3.33,0.58,9.7,5
4264,7.1,white,0.31,0.38,1.2,0.036,10.0,124.0,0.9924,3.14,0.44,9.9,6
4265,6.8,white,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6
4266,6.1,white,0.17,0.27,1.5,0.056,45.0,135.0,0.9924,3.2,0.43,10.2,6
4267,5.8,white,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7
4268,7.4,white,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,4
4269,10.6,red,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5
4270,7.8,white,0.31,0.4,1.6,0.027,20.0,87.0,0.9911,3.15,0.48,11.9,6
4271,10.3,red,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5
4272,5.5,white,0.31,0.29,3.0,0.027,16.0,102.0,0.99067,3.23,0.56,11.2,6
4273,7.6,white,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5
4274,8.7,white,0.45,0.4,1.5,0.067,17.0,100.0,0.9957,3.27,0.57,10.1,6
4275,8.2,white,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6
4276,7.6,white,0.26,0.58,7.9,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,5
4277,6.6,red,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7
4278,11.1,red,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,5
4279,6.7,white,0.105,0.32,12.4,0.051,34.0,106.0,0.998,3.54,0.45,9.2,6
4280,6.7,white,0.17,0.42,10.4,0.038,85.0,182.0,0.99628,3.04,0.44,8.9,6
4281,7.1,white,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5
4282,7.3,white,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
4283,5.9,white,0.3,0.29,1.1,0.036,23.0,56.0,0.9904,3.19,0.38,11.3,5
4284,7.6,white,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6
4285,5.6,white,0.695,0.06,6.8,0.042,9.0,84.0,0.99432,3.44,0.44,10.2,5
4286,6.3,white,0.26,0.24,7.2,0.039,38.0,172.0,0.9958,3.49,0.64,9.7,6
4287,11.1,red,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7
4288,5.7,white,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7
4289,6.2,white,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,6
4290,11.9,red,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7
4291,6.8,white,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5
4292,6.4,white,0.3,0.27,4.4,0.055,17.0,135.0,0.9925,3.23,0.44,12.2,6
4293,7.4,white,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6
4294,7.5,red,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5
4295,7.1,white,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,5
4296,5.6,white,0.3,0.1,6.4,0.043,34.0,142.0,0.99382,3.14,0.48,9.8,5
4297,6.8,white,0.17,0.36,1.4,0.036,38.0,108.0,0.99006,3.19,0.66,12.0,6
4298,7.0,white,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5
4299,6.7,white,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7
4300,7.0,red,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5
4301,7.5,white,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1,6
4302,7.1,white,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,3.06,0.59,11.2,6
4303,6.1,white,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6
4304,7.3,white,0.27,0.3,1.3,0.04,26.0,84.0,0.99222,3.28,0.53,10.7,6
4305,5.1,white,0.26,0.33,1.1,0.027,46.0,113.0,0.98946,3.35,0.43,11.4,7
4306,6.6,white,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,5
4307,6.6,white,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,0.44,9.3,5
4308,6.6,white,0.17,0.3,1.1,0.031,13.0,73.0,0.99095,3.17,0.58,11.0,6
4309,6.4,white,0.3,0.36,2.0,0.052,18.0,141.0,0.99273,3.38,0.53,10.5,6
4310,7.0,white,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5
4311,6.0,white,0.14,0.17,5.6,0.036,37.0,127.0,0.99373,3.05,0.57,9.8,6
4312,6.3,white,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4
4313,7.8,white,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,3.16,0.4,12.0,6
4314,7.2,white,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,3.1,0.52,9.0,6
4315,8.4,white,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,5
4316,12.0,red,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7
4317,6.3,white,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6
4318,6.6,white,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8
4319,7.7,white,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,7
4320,5.3,red,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7
4321,7.3,red,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5
4322,8.1,red,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,5
4323,7.7,red,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,7
4324,8.0,white,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,0.49,9.6,6
4325,5.9,white,0.26,0.29,5.4,0.046,34.0,116.0,0.99224,3.24,0.41,11.4,6
4326,8.0,white,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,5
4327,7.1,white,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5
4328,6.6,white,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.55,6
4329,8.3,white,0.25,0.49,16.8,0.048,50.0,228.0,1.0001,3.03,0.52,9.2,6
4330,6.6,white,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44,10.5,7
4331,7.2,white,0.29,0.2,7.7,0.046,51.0,174.0,0.99582,3.16,0.52,9.5,5
4332,5.5,red,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8
4333,6.6,white,0.41,0.31,1.6,0.042,18.0,101.0,0.99195,3.13,0.41,10.5,5
4334,7.5,red,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4
4335,7.7,white,0.43,0.37,10.0,0.169,22.0,210.0,0.99776,3.02,0.64,9.5,5
4336,6.9,white,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6
4337,6.3,white,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,7
4338,6.4,white,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,7
4339,7.1,white,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,3
4340,5.6,white,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6
4341,5.4,white,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,3.28,0.36,12.4,6
4342,6.4,white,0.37,0.12,5.9,0.056,6.0,91.0,0.99536,3.06,0.46,8.4,4
4343,5.5,white,0.35,0.35,1.1,0.045,14.0,167.0,0.992,3.34,0.68,9.9,6
4344,10.9,red,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6
4345,7.0,white,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,3.4,0.47,9.2,4
4346,6.5,white,0.22,0.32,2.2,0.028,36.0,92.0,0.99076,3.27,0.59,11.9,7
4347,6.8,white,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6
4348,5.7,white,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6
4349,9.6,white,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,2.96,0.49,10.9,5
4350,7.6,white,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,7
4351,6.9,red,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5
4352,6.4,white,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5
4353,7.8,red,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5
4354,9.0,red,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7,9.4,5
4355,7.2,white,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6
4356,8.3,white,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6
4357,7.0,white,0.22,0.24,11.0,0.041,75.0,167.0,0.99508,2.98,0.56,10.5,6
4358,6.6,white,0.33,0.32,15.6,0.054,62.0,227.0,0.99734,3.25,0.56,10.4,5
4359,7.1,white,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,3.2,0.45,13.5,7
4360,10.0,red,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6
4361,8.2,white,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,8
4362,6.7,white,0.27,0.12,1.3,0.041,62.0,138.0,0.9921,3.21,0.42,10.0,6
4363,11.3,red,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6
4364,7.0,white,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,6
4365,7.5,white,0.33,0.36,2.6,0.051,26.0,126.0,0.99097,3.32,0.53,12.7,6
4366,10.3,red,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6
4367,6.3,white,0.25,0.44,1.7,0.024,36.0,116.0,0.98935,3.18,0.4,12.5,6
4368,7.3,white,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6
4369,6.2,white,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6
4370,6.2,white,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,4
4371,7.1,white,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,7
4372,6.8,white,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,5
4373,6.8,white,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7
4374,9.6,red,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5
4375,7.5,red,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6
4376,7.7,white,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5
4377,7.9,white,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,6
4378,7.9,white,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5
4379,8.4,white,0.3,0.25,17.75,0.047,25.0,218.0,1.00016,2.98,0.66,9.1,5
4380,6.5,white,0.33,0.32,1.0,0.041,39.0,120.0,0.99004,3.06,0.37,12.2,6
4381,6.6,white,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5
4382,7.3,white,0.28,0.54,12.9,0.049,62.0,152.0,0.9984,3.06,0.45,9.1,6
4383,6.4,white,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6
4384,6.3,white,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6
4385,6.8,white,0.33,0.28,1.2,0.032,38.0,131.0,0.9889,3.19,0.41,13.0,6
4386,8.1,white,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,3.22,0.47,10.3,5
4387,7.6,white,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,5
4388,6.9,white,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,6
4389,9.4,red,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6
4390,7.4,white,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.42,0.55,11.4,5
4391,7.2,red,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6
4392,10.3,red,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8
4393,6.9,white,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49,12.3,7
4394,6.4,white,0.28,0.19,5.4,0.042,67.0,181.0,0.99435,3.31,0.35,10.2,6
4395,7.8,white,0.965,0.6,65.8,0.074,8.0,160.0,1.03898,3.39,0.69,11.7,6
4396,6.5,white,0.13,0.37,1.0,0.036,48.0,114.0,0.9911,3.41,0.51,11.5,8
4397,5.0,red,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6
4398,7.7,white,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5
4399,5.6,white,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,11.1,6
4400,6.1,white,0.17,0.28,4.5,0.033,46.0,150.0,0.9933,3.43,0.49,10.9,6
4401,7.7,red,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5
4402,8.5,red,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,7
4403,6.7,white,0.24,0.37,11.3,0.043,64.0,173.0,0.99632,3.08,0.53,9.9,6
4404,6.0,white,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,6
4405,6.9,white,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,3.18,0.5,9.3,6
4406,6.8,white,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,5
4407,8.1,white,0.28,0.34,1.3,0.035,11.0,126.0,0.99232,3.14,0.5,9.8,6
4408,7.3,white,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7
4409,8.5,red,0.44,0.5,1.9,0.369,15.0,38.0,0.99634,3.01,1.1,9.4,5
4410,6.6,red,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5
4411,7.1,red,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6
4412,5.9,white,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,5
4413,7.8,white,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6
4414,7.3,white,0.26,0.3,9.3,0.05,35.0,154.0,0.99581,3.21,0.5,10.4,6
4415,6.0,white,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,5
4416,7.9,white,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,6
4417,5.5,white,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,3.51,0.49,11.5,7
4418,6.8,red,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5
4419,7.8,white,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,6
4420,5.6,red,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,3.58,0.52,9.9,5
4421,7.5,white,0.15,0.38,1.8,0.054,19.0,101.0,0.9946,3.24,0.44,10.0,5
4422,6.9,white,0.21,0.24,1.8,0.021,17.0,80.0,0.98992,3.15,0.46,12.3,7
4423,6.7,red,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6
4424,5.7,white,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6
4425,5.9,white,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7
4426,7.1,white,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5
4427,7.6,white,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5
4428,7.1,red,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6
4429,8.9,white,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5
4430,7.6,white,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6
4431,6.7,white,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,5
4432,6.6,white,0.295,0.24,1.6,0.039,29.0,140.0,0.99304,3.35,0.61,10.4,7
4433,7.7,white,0.18,0.53,1.2,0.041,42.0,167.0,0.9908,3.11,0.44,11.9,5
4434,7.4,white,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,5
4435,7.6,red,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5
4436,7.1,white,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7
4437,6.6,white,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,0.44,9.8,7
4438,7.4,white,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,9
4439,6.0,white,0.26,0.15,1.3,0.06,51.0,154.0,0.99354,3.14,0.51,8.7,5
4440,10.0,white,0.2,0.39,1.4,0.05,19.0,152.0,0.994,3.0,0.42,10.4,6
4441,7.2,red,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,6
4442,7.6,white,0.27,0.3,9.2,0.018,23.0,96.0,0.9938,3.08,0.29,11.0,6
4443,6.8,red,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7
4444,6.6,white,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,7
4445,11.3,red,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,6
4446,6.0,white,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,7
4447,6.9,white,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6
4448,5.1,white,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6
4449,8.0,red,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5
4450,8.3,red,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,6
4451,6.7,white,0.19,0.41,15.6,0.056,75.0,155.0,0.9995,3.2,0.44,8.8,6
4452,6.0,white,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.25,0.44,9.0,7
4453,10.1,red,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6
4454,7.3,white,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
4455,6.5,white,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5
4456,6.3,white,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,5
4457,7.6,white,0.38,0.28,4.2,0.029,7.0,112.0,0.9906,3.0,0.41,12.6,6
4458,9.4,red,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6
4459,6.9,white,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5
4460,8.1,red,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,7
4461,8.1,white,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6
4462,7.6,white,0.32,0.35,1.6,0.092,24.0,138.0,0.99438,3.19,0.44,9.8,5
4463,7.9,white,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,0.44,12.8,7
4464,8.0,white,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,6
4465,6.1,white,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,7
4466,8.6,white,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,0.44,10.0,5
4467,6.8,white,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,3.13,0.45,8.6,5
4468,6.6,white,0.325,0.49,7.7,0.049,53.0,217.0,0.996,3.16,0.4,9.3,5
4469,7.6,white,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,4
4470,7.1,red,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5
4471,5.7,white,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6
4472,7.6,white,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5
4473,7.5,white,0.26,0.3,4.6,0.027,29.0,92.0,0.99085,3.15,0.38,12.0,7
4474,6.8,white,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6
4475,5.6,white,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,6
4476,7.1,white,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7
4477,8.5,red,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7
4478,5.9,white,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9.0,6
4479,5.8,white,0.19,0.24,1.3,0.044,38.0,128.0,0.99362,3.77,0.6,10.6,5
4480,6.5,white,0.4,0.31,3.5,0.046,22.0,147.0,0.99024,3.15,0.31,12.0,7
4481,8.8,red,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6
4482,7.6,white,0.27,0.29,2.5,0.059,37.0,115.0,0.99328,3.09,0.37,9.8,5
4483,8.8,white,0.19,0.3,5.0,0.028,34.0,120.0,0.99242,2.94,0.47,11.2,5
4484,7.6,white,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5
4485,10.1,red,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,7
4486,6.7,white,0.47,0.29,4.75,0.034,29.0,134.0,0.99056,3.29,0.46,13.0,7
4487,10.0,red,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7
4488,7.3,white,0.26,0.36,5.2,0.04,31.0,141.0,0.9931,3.16,0.59,11.0,6
4489,7.5,red,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,5
4490,6.1,white,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,5
4491,7.4,white,0.38,0.27,7.5,0.041,24.0,160.0,0.99535,3.17,0.43,10.0,5
